i,j,x,y
6,14,2.121138192389192,-0.6677447055987566
6,15,2.340622077247029,-0.7679429009732187
6,16,2.5923918444771306,-0.881611551273109
6,17,2.8808768294348557,-1.0107575165947293
6,18,3.211156653885411,-1.1576732903996647
6,19,3.5890500951847617,-1.3249807661664457
6,20,4.021215676175673,-1.5156828531263367
6,21,4.515264892767827,-1.7332245843020186
6,22,5.07988871833597,-1.9815659488974096
6,23,5.724997500503683,-2.2652695112818177
6,24,6.461873459785445,-2.5896070840005696
7,0,0.9802047140420121,-0.0028407437537773276
7,1,0.9824248169840714,-0.030434754165137065
7,2,0.9950988425259554,-0.06030954160950054
7,3,1.0169250016046152,-0.09262699154772844
7,4,1.0478539180070825,-0.1278290215204331
7,5,1.0883424802256574,-0.16634654857253794
7,6,1.1391100444202782,-0.20863113485519075
7,7,1.2010705087244182,-0.2552085085412438
7,8,1.2753270594440906,-0.3067119421624827
7,9,1.3631890995061973,-0.36389966874668955
7,10,1.4661977304854341,-0.42766535383864807
7,11,1.586155892324378,-0.49904775807598034
7,12,1.7251626050288553,-0.5792428097313911
7,13,1.8856518226856622,-0.6696195609837051
7,14,2.070436722002998,-0.7717406800899006
7,15,2.282760336866798,-0.8873878515520438
7,16,2.5263534888269183,-1.018592457520339
7,17,2.8055009962345143,-1.1676720565162795
7,18,3.1251171731300635,-1.3372733992120114
7,19,3.490831636534669,-1.5304230107538817
7,20,3.90908639956056,-1.7505867388265244
7,21,4.387245096111203,-2.0017401524966907
7,22,4.933714899037608,-2.28845233938032
7,23,5.558081163819205,-2.6159865818465824
7,24,6.271253919615439,-2.9904227452524887
8,0,0.974713028088387,-0.003616122549627587
8,1,0.9742775718702856,-0.03431725231779203
8,2,0.984460700384546,-0.0681350258122137
8,3,1.0039470830739672,-0.10493164634869881
8,4,1.0325639245690013,-0.14500802282970554
8,5,1.0706451532647738,-0.18876438874323861
8,6,1.1188067470866205,-0.23668809970425844
8,7,1.177875822490233,-0.28937973370440684
8,8,1.2488784210499708,-0.34757158876371175
8,9,1.3330502064303045,-0.4121381412047021
8,10,1.4318571549482333,-0.484104188107438
8,11,1.54702205196176,-0.5646547941381905
8,12,1.6805558212265919,-0.6551491321290511
8,13,1.8347938598843303,-0.7571391058996773
8,14,2.0124379593202097,-0.8723931385921387
8,15,2.2166045528998546,-1.002925407449989
8,16,2.4508801160360036,-1.151030906616138
8,17,2.7193846039108567,-1.3193269210350107
8,18,3.0268438548574683,-1.5108017582578614
8,19,3.378671900958816,-1.728871909388292
8,20,3.781064086912386,-1.9774492179686591
8,21,4.241101764151461,-2.2610201691822054
8,22,4.766869039591812,-2.5847401387000106
8,23,5.367581525699047,-2.9545464633591307
8,24,6.053726129552175,-3.377295675230318
9,0,0.9681230049440367,-0.004539445397521283
9,1,0.9648522675364607,-0.03832740864714326
9,2,0.9722979871428752,-0.07600142654342659
9,3,0.9891619168068956,-0.11715961190493479
9,4,1.0151713232991668,-0.16196167725331995
9,5,1.0505422556275876,-0.2107730481157376
9,6,1.095781423154628,-0.26411536986663
9,7,1.1516187546312955,-0.32266451581023076
9,8,1.2189916001747947,-0.38725246234471566
9,9,1.2990504391333204,-0.4588696199517412
