i,j,x,y
0,0,1,0.000000000000000016653345369377347
0,1,1.0350255354745048,0.0000000000000023655024582560224
0,2,1.0654798294007441,0.0000000000000012974944331435988
0,3,1.0962830400289252,0.000000000000000860309387925615
0,4,1.132977855336685,0.0000000000000006441453708824224
0,5,1.1779427835748093,0.0000000000000005480001378364868
0,6,1.2332592943922984,0.0000000000000004936625377549288
0,7,1.3007549864197998,0.000000000000000463243191033754
0,8,1.3821195933234327,0.00000000000000043655739619561057
0,9,1.47903228147069,0.00000000000000043623236870122484
0,10,1.5932880193518455,0.0000000000000004457323927494071
0,11,1.7269046973622362,0.0000000000000004542377576018632
0,12,1.882207426300529,0.0000000000000004752227619394188
0,13,2.0618964684658634,0.0000000000000004749898388733111
0,14,2.2691076660141407,0.0000000000000004868209269458033
0,15,2.5074727164877824,0.0000000000000005068732522178047
0,16,2.781184328252635,0.0000000000000005335215735282465
0,17,3.0950694687913436,0.000000000000000537474641087068
0,18,3.4546727918454674,0.0000000000000005394947072408251
0,19,3.8663517017666975,0.0000000000000005470592947830671
0,20,4.337384140001016,0.0000000000000005681872834876458
0,21,4.876089855617131,0.0000000000000005542014749868033
0,22,5.491965480945045,0.0000000000000005356071028070482
0,23,6.195833006612191,0.0000000000000004864821819374404
0,24,7,0
1,0,0.9984673712379724,-0.0002225459785762218
1,1,1.0233806619764316,-0.00769925519235089
1,2,1.0540766835864437,-0.012835398339063919
1,3,1.0870737239920554,-0.017355417386154225
1,4,1.1256260003162684,-0.02201152848113991
1,5,1.1721513663880747,-0.027102136175426315
1,6,1.2286664166907004,-0.03279781980284004
1,7,1.2969954783253757,-0.03921850231244691
1,8,1.3788676738392005,-0.046466198954373164
1,9,1.4760212263317267,-0.0546442876085754
1,10,1.5903104085792785,-0.06386972444406605
1,11,1.7238016745016758,-0.07428049039471193
1,12,1.8788545459930868,-0.08604013826859067
1,13,2.0581905433178584,-0.09934100051302121
1,14,2.264956249350927,-0.11440713538596595
1,15,2.5027862744296576,-0.1314976498713649
1,16,2.7758705302008617,-0.15091074678944436
1,17,3.0890289228856473,-0.17298869303415318
1,18,3.447795655858673,-0.19812385185153486
1,19,3.8585147476117716,-0.22676592651057476
1,20,4.328447977992583,-0.25943060338587665
1,21,4.865896117968592,-0.29670985102663355
1,22,5.4803338270792485,-0.3392842303231885
1,23,6.182557858603033,-0.3879377104260707
1,24,6.9848469997385045,-0.44357568687036136
2,0,0.9966282167235392,-0.0004890174895136185
2,1,1.0153936165804929,-0.01282486768469652
2,2,1.0438396863177994,-0.023244837120817707
2,3,1.0771734998538087,-0.03283316004152243
2,4,1.1165732152483612,-0.042624829524974914
2,5,1.163927939454254,-0.053179485641159784
2,6,1.2210629921583922,-0.06484167015775985
2,7,1.2897245465517369,-0.07786541855590255
2,8,1.3716261587646847,-0.0924725054576458
2,9,1.4685225645220696,-0.10888688948494714
2,10,1.5822949640628376,-0.12735678987799684
2,11,1.715033939431764,-0.1481688183983493
2,12,1.8691141805375455,-0.17165733032684458
2,13,2.0472617656950205,-0.19821151245275082
2,14,2.252617758343249,-0.22828198341256872
2,15,2.4888023724438395,-0.26238801957037744
2,16,2.759983353252457,-0.3011260667404128
2,17,3.0709514009413947,-0.3451799518536839
2,18,3.4272047827793197,-0.39533311448308844
2,19,3.835044787383236,-0.45248318377213426
2,20,4.301683300922374,-0.5176592995898756
2,21,4.8353634194471935,-0.5920427059063423
2,22,5.445493527204441,-0.6769913350415918
2,23,6.142794520059125,-0.7740693758100827
2,24,6.93945864923615,-0.8850832191256028
3,0,0.9944212313062194,-0.0008079461253666931
3,1,1.0089484341554973,-0.01690559243442828
3,2,1.0344973449862762,-0.03210339822495682
3,3,1.0668767220778421,-0.04682740602154398
3,4,1.1061372940105967,-0.06197844466112754
3,5,1.1535602166664016,-0.07822050937864765
3,6,1.2106903438075887,-0.09602631095030756
3,7,1.2791352298082057,-0.11577296239174549
3,8,1.3605450951187568,-0.13780439987958315
3,9,1.4566520312258189,-0.16247248876647483
3,10,1.5693325849879372,-0.19016478534779646
3,11,1.700676231559707,-0.2213233927596794
3,12,1.853052084458819,-0.2564584277696532
3,13,2.0291725020208338,-0.29615896079135123
3,14,2.232155436385385,-0.3411035112466858
3,15,2.4655884135155532,-0.39207147241306606
3,16,2.733596993747826,-0.4499563428607927
3,17,3.040920150893004,-0.5157813648493264
3,18,3.392994563276405,-0.5907180654835797
3,19,3.796049433702868,-0.6761082134689729
3,20,4.257213127921929,-0.7734898111144177
3,21,4.784632568599889,-0.8846279281706484
3,22,5.387605839375017,-1.0115514627381987
3,23,6.076727706215811,-1.1565973190162624
3,24,6.864046569935099,-1.3224640848421196
4,0,0.9917728488054356,-0.0011894606029744404
4,1,1.002946631075095,-0.020542966372799436
4,2,1.0255082957637425,-0.04003832874350244
4,3,1.056149553260218,-0.059730067692807934
4,4,1.0944530519057036,-0.0802633638186288
4,5,1.14122817788752,-0.10227541355991628
4,6,1.1977283414420477,-0.12630308638966428
4,7,1.2653897477476532,-0.1528199734944375
4,8,1.3457644196764784,-0.1822833887086801
4,9,1.4405292639930982,-0.2151724892743714
4,10,1.5515276566119414,-0.252016717102865
4,11,1.6808236534213514,-0.2934167610949237
4,12,1.8307598211662917,-0.34006087765618664
4,13,2.0040158308222336,-0.3927391821229619
4,14,2.2036681857883447,-0.452357927742933
4,15,2.4332528266498885,-0.5199551834891422
4,16,2.6968327099187523,-0.596718882069076
4,17,2.9990723676850064,-0.6840079653011601
4,18,3.345321222044681,-0.783377274086627
4,19,3.741707172109487,-0.8966068755293468
4,20,4.195241704582376,-1.0257366664676022
4,21,4.713937454150104,-1.173107338079965
4,22,5.306938671523107,-1.3414091504813839
4,23,5.984664322480538,-1.5337404964609547
4,24,6.758962367760696,-1.7536790125206578
5,0,0.9885947898044951,-0.0016455598023298352
5,1,0.9967833149855542,-0.02396505203408864
5,2,1.0163853975520416,-0.047410750398892136
5,3,1.0448124524273676,-0.0718409962841523
5,4,1.0815229282017984,-0.09766189265830419
5,5,1.1270178517925298,-0.12541748865300742
5,6,1.1822958620861734,-0.15565578200422517
5,7,1.2486148949985614,-0.18891731228839007
5,8,1.3274078774006068,-0.2257586982707148
5,9,1.4202719175541954,-0.266780782521355
5,10,1.5289930638227733,-0.3126533297277118
5,11,1.6555877588697434,-0.36413549877157414
5,12,1.8023518350489298,-0.4220935834302681
5,13,1.9719134013547854,-0.48751792999710664
5,14,2.167288998748761,-0.5615406774324153
5,15,2.3919438809639786,-0.6454555706188504
5,16,2.649857867836263,-0.7407407920923164
5,17,2.9455983562893087,-0.8490855983834621
5,18,3.2844020125121465,-0.9724215240854955
5,19,3.6722665233970733,-1.1129590082160048
5,20,4.116053583014875,-1.2732304923805522
5,21,4.623604001322131,-1.456141346473201
5,22,5.203865376580969,-1.6650304260239648
5,23,5.867032059578199,-1.9037427167477325
5,24,6.624695993772333,-2.17671747911141
6,0,0.9847811190033665,-0.0021904211547729064
